"","Identifiant.x","Lieu","Numéro.voie","Nom.voie","lon","lat","num_voie","Nom_df","Identifiant.y","Type.Objet","Modèle","Voie","Commune","Disponibilité","identifiant","type","payant","adresse.x","arrondissement","horaires_periode","horaires_lundi","horaires_mardi","horaires_mercredi","horaires_jeudi","horaires_vendredi","horaires_samedi","horaires_dimanche","adresse.y","nom_gerant","type_espace_vert","type_jardin_partage","domaine","proprietaire_terrain","statut_plu","amenagements","mail_1","internet_1","Icons","Couleur"
"1600",NA,"Fontaines",NA,NA,2.38524485330539,48.8768817062788,NA,"Fontaines",450085299,"FONTAINE_2EN1","Mât source","RUE DES ALOUETTES","PARIS 19EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1601",NA,"Fontaines",NA,NA,2.34630484293266,48.8466558736954,NA,"Fontaines",450085216,"FONTAINE_2EN1","Fontaine Totem 2en1 Atelier","RUE VALETTE","PARIS 5EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1602",NA,"Fontaines",NA,NA,2.3614602009224,48.8925064003787,NA,"Fontaines",450071115,"FONTAINE_ALBIEN","Fontaine à l'albien","RUE DE LA MADONE","PARIS 18EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1603",NA,"Fontaines",NA,NA,2.2994279889634,48.8537444810901,NA,"Fontaines",450024978,"FONTAINE_BOIS","Fontaine des Bois, Parcs et Jardins","AVENUE CHARLES RISLER","PARIS 7EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1604",NA,"Fontaines",NA,NA,2.41150216575051,48.8732755313198,NA,"Fontaines",450072607,"FONTAINE_BOIS","GHM Bois","RUE DE NOISY LE SEC","PARIS 20EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1605",NA,"Fontaines",NA,NA,2.3601980793683,48.8649070866639,NA,"Fontaines",450071602,"FONTAINE_BOIS","Fontaine des Bois, Parcs et Jardins","RUE DU TEMPLE","PARIS 3EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1606",NA,"Fontaines",NA,NA,2.41112977817342,48.8705614765819,NA,"Fontaines",450072595,"FONTAINE_BOIS","Bayard D1","SQUARE EMMANUEL FLEURY","PARIS 20EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1607",NA,"Fontaines",NA,NA,2.37054780601061,48.8863835026145,NA,"Fontaines",450072587,"FONTAINE_BOIS","Metalco Fuente","AVENUE DE FLANDRE","PARIS 19EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1608",NA,"Fontaines",NA,NA,2.29814422769991,48.8891900912719,NA,"Fontaines",450072446,"FONTAINE_BOIS","GHM Bois","BOULEVARD DE REIMS","PARIS 17EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1609",NA,"Fontaines",NA,NA,2.24641578579255,48.8703219966713,NA,"Fontaines",450072079,"FONTAINE_BOIS","Ville de Paris Bois","PARC DE BAGATELLE","PARIS 16EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1610",NA,"Fontaines",NA,NA,2.31360552718659,48.8502439111511,NA,"Fontaines",450071826,"FONTAINE_BOIS","GHM Bois","SQUARE DE L ABBE ESQUERRE","PARIS 7EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1611",NA,"Fontaines",NA,NA,2.36094332903614,48.8280430267138,NA,"Fontaines",450072223,"FONTAINE_BOIS","GHM Bois","PARC DE CHOISY","PARIS 13EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1612",NA,"Fontaines",NA,NA,2.37509491271497,48.8261587740737,NA,"Fontaines",450072226,"FONTAINE_BOIS","Particulier","RUE DU DESSOUS DES BERGES","PARIS 13EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1613",NA,"Fontaines",NA,NA,2.35803069518342,48.8304905536431,NA,"Fontaines",450072227,"FONTAINE_BOIS","Particulier","JARDIN DES 2 MOULINS","PARIS 13EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1614",NA,"Fontaines",NA,NA,2.36666241578513,48.888990633978,NA,"Fontaines",450072533,"FONTAINE_BOIS","Particulier","RUE D AUBERVILLIERS","PARIS 18EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1615",NA,"Fontaines",NA,NA,2.38587884550836,48.8592523621425,NA,"Fontaines",450072154,"FONTAINE_BOIS","GHM Bois","RUE DE LA ROQUETTE","PARIS 11EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1616",NA,"Fontaines",NA,NA,2.38445016363875,48.8591657480633,NA,"Fontaines",450072156,"FONTAINE_BOIS","GHM Bois","RUE DE LA ROQUETTE","PARIS 11EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1617",NA,"Fontaines",NA,NA,2.28045287327881,48.8388162408083,NA,"Fontaines",450072350,"FONTAINE_BOIS","Ville de Paris Bois","AVENUE FELIX FAURE","PARIS 15EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1618",NA,"Fontaines",NA,NA,2.3978120366469,48.887939343897,NA,"Fontaines",450072579,"FONTAINE_BOIS","GHM Bois","RUE DE LA MARSEILLAISE","PARIS 19EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1619",NA,"Fontaines",NA,NA,2.34305324832678,48.8256901118003,NA,"Fontaines",450072257,"FONTAINE_BOIS","Particulier","RUE BOUSSINGAULT","PARIS 13EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1620",NA,"Fontaines",NA,NA,2.2543304946021,48.8374670645863,NA,"Fontaines",450072428,"FONTAINE_BOIS","GHM Bois","AVENUE EDOUARD VAILLANT","PARIS 16EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1621",NA,"Fontaines",NA,NA,2.34925617234325,48.8577255749093,NA,"Fontaines",450071751,"FONTAINE_BOIS","","SQUARE DE LA TOUR SAINT JACQUES","PARIS 4EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1622",NA,"Fontaines",NA,NA,2.32482461162339,48.8989958322611,NA,"Fontaines",450072461,"FONTAINE_BOIS","GHM Bois","RUE FERNAND PELLOUTIER","PARIS 17EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1623",NA,"Fontaines",NA,NA,2.35383028769109,48.8950840788839,NA,"Fontaines",450072551,"FONTAINE_BOIS","Particulier","RUE DES POISSONNIERS","PARIS 18EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1624",NA,"Fontaines",NA,NA,2.25870984155672,48.8772471594148,NA,"Fontaines",450070525,"FONTAINE_BOIS","Ville de Paris Bois","ROUTE DE LA PORTE SAINT JAMES","PARIS 16EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1625",NA,"Fontaines",NA,NA,2.33120566517732,48.8855908008069,NA,"Fontaines",450077689,"FONTAINE_BOIS","","RUE CAULAINCOURT","PARIS 18EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1626",NA,"Fontaines",NA,NA,2.32997104707646,48.8862942019706,NA,"Fontaines",450077692,"FONTAINE_BOIS","","AVENUE SAINT-CHARLES","PARIS 18EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1627",NA,"Fontaines",NA,NA,2.39817625935203,48.8330939911884,NA,"Fontaines",450077734,"FONTAINE_BOIS","","AVENUE DU GENERAL MICHEL BIZOT","PARIS 12EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1628",NA,"Fontaines",NA,NA,2.27345579908784,48.8418678924863,NA,"Fontaines",450077148,"FONTAINE_BOIS","Particulier","QUAI ANDRE CITROEN","PARIS 15EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1629",NA,"Fontaines",NA,NA,2.39315670720727,48.8626081444074,NA,"Fontaines",450077758,"FONTAINE_BOIS","Bayard BF3","AVENUE EUGENE DELACROIX","PARIS 20EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1630",NA,"Fontaines",NA,NA,2.39443501579042,48.8823969173345,NA,"Fontaines",450077166,"FONTAINE_BOIS","GHM Bois","RUE FRANCIS PONGE","PARIS 19EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1631",NA,"Fontaines",NA,NA,2.31399798829845,48.8384888415753,NA,"Fontaines",450077467,"FONTAINE_BOIS","GHM Bois","SQUARE PIERRE ADRIEN DALPAYRAT","PARIS 15EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1632",NA,"Fontaines",NA,NA,2.34169804728076,48.8179230870296,NA,"Fontaines",450080402,"FONTAINE_BOIS","Fontaine des Bois, Parcs et Jardins","CITE INTERNATIONALE UNIVERSITAIRE DE PARIS","PARIS 14EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1633",NA,"Fontaines",NA,NA,2.41887955169895,48.9082193638885,NA,"Fontaines",450080249,"FONTAINE_BOIS","","CIMETIERE PARISIEN DE PANTIN-BOBIGNY","PANTIN","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1634",NA,"Fontaines",NA,NA,2.35830481010836,48.8176896921541,NA,"Fontaines",450080990,"FONTAINE_BOIS","Particulier","RUE PAUL BOURGET","PARIS 13EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1635",NA,"Fontaines",NA,NA,2.3114012664906,48.8066836521456,NA,"Fontaines",450080296,"FONTAINE_BOIS","","CIMETIERE PARISIEN DE BAGNEUX","BAGNEUX","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1636",NA,"Fontaines",NA,NA,2.42090825247654,48.9076252741024,NA,"Fontaines",450080263,"FONTAINE_BOIS","","AVENUE DU GENERAL LECLERC","PANTIN","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1637",NA,"Fontaines",NA,NA,2.3709070208998,48.8116126599873,NA,"Fontaines",450080280,"FONTAINE_BOIS","","CIMETIERE PARISIEN D'IVRY","IVRY-SUR-SEINE","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1638",NA,"Fontaines",NA,NA,2.36707257233968,48.8128817428163,NA,"Fontaines",450080284,"FONTAINE_BOIS","","CIMETIERE PARISIEN D'IVRY","IVRY-SUR-SEINE","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1639",NA,"Fontaines",NA,NA,2.350927066,48.9077400816108,NA,"Fontaines",450080214,"FONTAINE_BOIS","","CIMETIERE PARISIEN DE SAINT-OUEN","SAINT-OUEN","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1640",NA,"Fontaines",NA,NA,2.35112865559964,48.9093509104755,NA,"Fontaines",450080227,"FONTAINE_BOIS","","CIMETIERE PARISIEN DE SAINT-OUEN","SAINT-OUEN","NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1641",NA,"Fontaines",NA,NA,2.40357156210471,48.8496553994439,NA,"Fontaines",450085012,"FONTAINE_BOIS","Particulier","SQUARE SARAH BERNHARDT","PARIS 20EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1642",NA,"Fontaines",NA,NA,2.35193077888312,48.8569613690203,NA,"Fontaines",450071019,"FONTAINE_TOTEM","Fontaine Totem sur Brcht","PLACE DE L HOTEL DE VILLE","PARIS 4EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1643",NA,"Fontaines",NA,NA,2.37932219761933,48.8462983002816,NA,"Fontaines",450019331,"FONTNE_WALLACE","Brumisante","RUE DE CHARENTON","PARIS 12EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1644",NA,"Fontaines",NA,NA,2.31358286977128,48.8835955198813,NA,"Fontaines",450019277,"FONTNE_WALLACE","Brumisante","PLACE DE LEVIS","PARIS 17EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1645",NA,"Fontaines",NA,NA,2.26103793756779,48.8391472363205,NA,"Fontaines",450019310,"FONTNE_WALLACE","Brumisante","AVENUE DE VERSAILLES","PARIS 16EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1646",NA,"Fontaines",NA,NA,2.32404683068838,48.8441200345785,NA,"Fontaines",450070775,"FONTNE_WALLACE","Brumisante","PLACE DU 18 JUIN 1940","PARIS 6EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1647",NA,"Fontaines",NA,NA,2.3321572480149,48.8346005069183,NA,"Fontaines",450024953,"FONTNE_WALLACE","Caryatides","BOULEVARD RASPAIL","PARIS 14EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1648",NA,"Fontaines",NA,NA,2.35512444345519,48.8436828138695,NA,"Fontaines",450024974,"FONTNE_WALLACE","Murale","RUE GEOFFROY SAINT HILAIRE","PARIS 5EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1649",NA,"Fontaines",NA,NA,2.32609511995684,48.8833108823837,NA,"Fontaines",450019336,"FONTNE_WALLACE","Caryatides","BOULEVARD DES BATIGNOLLES","PARIS 17EME ARRONDISSEMENT","NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1650",NA,"Fontaines",NA,NA,2.38969078742852,48.8737892013451,NA,"Fontaines",450080520,"BORNE_FONTAINE","GHM Ville de Paris","RUE DES RIGOLES","PARIS 20EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1651",NA,"Fontaines",NA,NA,2.34849706030058,48.8681457394822,NA,"Fontaines",450080637,"BORNE_FONTAINE","GHM Ville de Paris","RUE D ABOUKIR","PARIS 2EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1652",NA,"Fontaines",NA,NA,2.32525460791935,48.8702746021911,NA,"Fontaines",450085266,"FONTAINE_2EN1","Mât source","PLACE DE LA MADELEINE","PARIS 8EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1653",NA,"Fontaines",NA,NA,2.32708304016159,48.8733743960186,NA,"Fontaines",450085134,"FONTAINE_2EN1","Fontaine Totem 2en1 Atelier","RUE TRONCHET","PARIS 9EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1654",NA,"Fontaines",NA,NA,2.46974137475301,48.8363717014461,NA,"Fontaines",450025203,"FONTAINE_BOIS","Wallace Bois","ROUTE DE LA MENAGERIE","PARIS 12EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1655",NA,"Fontaines",NA,NA,2.44870272543114,48.8308669919533,NA,"Fontaines",450025942,"FONTAINE_BOIS","Wallace Bois","ROUTE DE LA PYRAMIDE","PARIS 12EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1656",NA,"Fontaines",NA,NA,2.3369575961717,48.8862125355146,NA,"Fontaines",450072543,"FONTAINE_BOIS","GHM Bois","RUE BURQ","PARIS 18EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1657",NA,"Fontaines",NA,NA,2.34416377505327,48.8507714253356,NA,"Fontaines",450071804,"FONTAINE_BOIS","Particulier","JARDIN DU MUSEE DE CLUNY","PARIS 5EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1658",NA,"Fontaines",NA,NA,2.35942670723843,48.8483906082837,NA,"Fontaines",450071806,"FONTAINE_BOIS","Particulier","QUAI SAINT BERNARD","PARIS 5EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1659",NA,"Fontaines",NA,NA,2.40471683506048,48.8467521729061,NA,"Fontaines",450072165,"FONTAINE_BOIS","Bayard D1","CITE DEBERGUE","PARIS 12EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1660",NA,"Fontaines",NA,NA,2.3824784691005,48.8345920712188,NA,"Fontaines",450072172,"FONTAINE_BOIS","GHM Bois","PARC DE BERCY","PARIS 12EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1661",NA,"Fontaines",NA,NA,2.37736953417442,48.8281541002472,NA,"Fontaines",450072237,"FONTAINE_BOIS","GHM Bois","RUE DU CHEVALERET","PARIS 13EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1662",NA,"Fontaines",NA,NA,2.36487940257186,48.8859498067661,NA,"Fontaines",450072527,"FONTAINE_BOIS","Particulier","RUE D AUBERVILLIERS","PARIS 18EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1663",NA,"Fontaines",NA,NA,2.29746146701597,48.8571750715963,NA,"Fontaines",450071843,"FONTAINE_BOIS","Fontaine des Bois, Parcs et Jardins","AVENUE DU GENERAL FERRIE","PARIS 7EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1664",NA,"Fontaines",NA,NA,2.36935353036503,48.8253260484876,NA,"Fontaines",450072219,"FONTAINE_BOIS","GHM Bois","RUE DU CHATEAU DES RENTIERS","PARIS 13EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1665",NA,"Fontaines",NA,NA,2.36636880845331,48.8885094974132,NA,"Fontaines",450072532,"FONTAINE_BOIS","Particulier","RUE D AUBERVILLIERS","PARIS 18EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1666",NA,"Fontaines",NA,NA,2.3519187461325,48.8781615357055,NA,"Fontaines",450071926,"FONTAINE_BOIS","GHM Bois","SQUARE ARISTIDE CAVAILLE COLL","PARIS 10EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1667",NA,"Fontaines",NA,NA,2.26916977412808,48.8442387469787,NA,"Fontaines",450072426,"FONTAINE_BOIS","GHM Bois","PARC SAINTE PERINE","PARIS 16EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1668",NA,"Fontaines",NA,NA,2.38406848838171,48.8938521974809,NA,"Fontaines",450072578,"FONTAINE_BOIS","GHM Bois","RUE ROUVET","PARIS 19EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1669",NA,"Fontaines",NA,NA,2.40490206601157,48.8474493419984,NA,"Fontaines",450019295,"BORNE_FONTAINE","GHM Ronde","COURS DE VINCENNES","PARIS 12EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1670",NA,"Fontaines",NA,NA,2.33606770904622,48.8372900388158,NA,"Fontaines",450024987,"BORNE_FONTAINE","GHM Ville de Paris","RUE CASSINI","PARIS 14EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1671",NA,"Fontaines",NA,NA,2.31116371018472,48.8694117619047,NA,"Fontaines",450080348,"BORNE_FONTAINE","GHM Ville de Paris","AVENUE MATIGNON","PARIS 8EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
"1672",NA,"Fontaines",NA,NA,2.29674660479314,48.8884464302815,NA,"Fontaines",450085261,"FONTAINE_2EN1","Mât source","AVENUE EMILE ET ARMAND MASSARD","PARIS 17EME ARRONDISSEMENT","OUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tint","lightblue"
